member_key,email_allowed,sms_allowed,call_allowed,preferred_channel,do_not_contact_flag,channel_risk_notes
MBR01648,true,true,true,CALL,false,Phone outreach preferred
MBR01649,false,true,true,SMS,false,Mobile preferred
MBR01650,true,true,true,SMS,false,Mobile preferred
MBR01651,false,false,true,CALL,false,Phone outreach preferred
MBR01652,false,true,true,CALL,false,Phone outreach preferred
MBR01653,true,false,true,CALL,false,Phone outreach preferred
MBR01654,false,true,true,EMAIL,false,Engaged via portal
MBR01655,false,false,true,SMS,false,Mobile preferred
MBR01656,false,true,true,EMAIL,false,Engaged via portal
MBR01657,false,true,true,SMS,false,Mobile preferred
MBR01658,false,true,true,CALL,false,Phone outreach preferred
MBR01659,true,false,true,SMS,false,Mobile preferred
MBR01660,true,true,true,CALL,false,Phone outreach preferred
MBR01661,false,false,true,EMAIL,false,Engaged via portal
MBR01662,true,true,true,CALL,false,Phone outreach preferred
MBR01663,false,true,true,SMS,false,Mobile preferred
MBR01664,true,true,false,CALL,false,Phone outreach preferred
MBR01665,true,true,true,CALL,false,Phone outreach preferred
MBR01666,false,true,true,CALL,false,Phone outreach preferred
MBR01667,false,true,false,CALL,false,Phone outreach preferred
MBR01668,true,true,true,EMAIL,false,Engaged via portal
MBR01669,true,true,false,CALL,false,Phone outreach preferred
MBR01670,true,false,true,EMAIL,false,Engaged via portal
MBR01671,false,false,false,EMAIL,false,Engaged via portal
MBR01672,true,false,false,CALL,false,Phone outreach preferred
MBR01673,true,true,true,CALL,false,Phone outreach preferred
MBR01674,false,true,true,CALL,false,Phone outreach preferred
MBR01675,true,true,false,CALL,false,Phone outreach preferred
MBR01676,true,true,true,EMAIL,false,Engaged via portal
MBR01677,false,true,true,EMAIL,false,Engaged via portal
MBR01678,false,true,true,SMS,false,Mobile preferred
MBR01679,false,true,true,CALL,false,Phone outreach preferred
MBR01680,false,true,true,CALL,false,Phone outreach preferred
MBR01681,true,true,true,CALL,false,Phone outreach preferred
MBR01682,true,true,true,EMAIL,false,Engaged via portal
MBR01683,true,true,true,EMAIL,false,Engaged via portal
MBR01684,true,true,true,EMAIL,false,Engaged via portal
MBR01685,false,true,true,EMAIL,false,Engaged via portal
MBR01686,true,true,true,SMS,false,Mobile preferred
MBR01687,true,true,true,EMAIL,false,Engaged via portal
MBR01688,false,true,true,SMS,false,Mobile preferred
MBR01689,false,true,true,CALL,false,Phone outreach preferred
MBR01690,true,true,true,CALL,false,Phone outreach preferred
MBR01691,false,true,true,EMAIL,false,Engaged via portal
MBR01692,true,true,true,EMAIL,false,Engaged via portal
MBR01693,true,true,true,EMAIL,false,Engaged via portal
MBR01694,false,true,true,SMS,false,Mobile preferred
MBR01695,false,false,true,CALL,false,Phone outreach preferred
MBR01696,false,true,true,SMS,false,Mobile preferred
MBR01697,false,true,false,SMS,false,Mobile preferred
MBR01698,true,false,true,SMS,false,Mobile preferred
MBR01699,true,true,true,CALL,false,Phone outreach preferred
MBR01700,true,true,true,EMAIL,false,Engaged via portal
MBR01701,true,true,true,CALL,false,Phone outreach preferred
MBR01702,false,true,true,SMS,false,Mobile preferred
MBR01703,false,true,true,SMS,false,Mobile preferred
MBR01704,false,true,true,EMAIL,false,Engaged via portal
MBR01705,false,true,false,SMS,false,Mobile preferred
MBR01706,true,true,true,SMS,false,Mobile preferred
MBR01707,true,false,true,EMAIL,false,Engaged via portal
MBR01708,false,true,false,EMAIL,false,Engaged via portal
MBR01709,false,true,true,EMAIL,false,Engaged via portal
MBR01710,true,true,true,SMS,false,Mobile preferred
MBR01711,true,true,true,CALL,false,Phone outreach preferred
MBR01712,false,true,true,CALL,false,Phone outreach preferred
MBR01713,false,true,true,SMS,false,Mobile preferred
MBR01714,false,true,false,CALL,false,Phone outreach preferred
MBR01715,false,true,false,SMS,false,Mobile preferred
MBR01716,false,false,true,CALL,false,Phone outreach preferred
MBR01717,false,true,false,SMS,false,Mobile preferred
MBR01718,true,true,true,CALL,false,Phone outreach preferred
MBR01719,false,true,true,CALL,false,Phone outreach preferred
MBR01720,true,false,true,EMAIL,false,Engaged via portal
MBR01721,true,true,true,EMAIL,false,Engaged via portal
MBR01722,false,false,true,EMAIL,false,Engaged via portal
MBR01723,true,true,true,EMAIL,false,Engaged via portal
MBR01724,true,true,true,CALL,false,Phone outreach preferred
MBR01725,true,true,true,SMS,false,Mobile preferred
MBR01726,true,true,true,CALL,false,Phone outreach preferred
MBR01727,false,true,true,CALL,false,Phone outreach preferred
MBR01728,true,true,false,CALL,false,Phone outreach preferred
MBR01729,true,true,true,EMAIL,false,Engaged via portal
MBR01730,true,true,true,CALL,false,Phone outreach preferred
MBR01731,false,true,true,EMAIL,false,Engaged via portal
MBR01732,false,true,true,CALL,false,Phone outreach preferred
MBR01733,true,false,true,CALL,false,Phone outreach preferred
MBR01734,true,false,true,EMAIL,false,Engaged via portal
MBR01735,true,false,true,SMS,false,Mobile preferred
MBR01736,true,true,true,CALL,false,Phone outreach preferred
MBR01737,true,true,false,CALL,false,Phone outreach preferred
MBR01738,false,true,true,CALL,false,Phone outreach preferred
MBR01739,true,true,true,SMS,false,Mobile preferred
MBR01740,false,false,true,SMS,false,Mobile preferred
MBR01741,true,true,false,CALL,false,Phone outreach preferred
MBR01742,true,true,true,CALL,false,Phone outreach preferred
MBR01743,false,true,true,SMS,false,Mobile preferred
MBR01744,false,false,true,CALL,false,Phone outreach preferred
MBR01745,true,true,true,CALL,false,Phone outreach preferred
MBR01746,false,false,true,CALL,false,Phone outreach preferred
MBR01747,false,true,true,CALL,false,Phone outreach preferred
MBR01748,false,false,true,EMAIL,false,Engaged via portal
MBR01749,true,true,true,CALL,false,Phone outreach preferred
MBR01750,false,true,true,EMAIL,false,Engaged via portal
MBR01751,false,true,true,CALL,false,Phone outreach preferred
MBR01752,false,true,true,CALL,false,Phone outreach preferred
MBR01753,true,true,true,EMAIL,false,Engaged via portal
MBR01754,true,false,true,CALL,false,Phone outreach preferred
MBR01755,false,true,true,EMAIL,false,Engaged via portal
MBR01756,false,true,true,EMAIL,false,Engaged via portal
MBR01757,false,true,true,EMAIL,true,Engaged via portal
MBR01758,false,true,false,SMS,false,Mobile preferred
MBR01759,false,true,true,CALL,false,Phone outreach preferred
MBR01760,true,true,true,SMS,false,Mobile preferred
MBR01761,true,true,true,EMAIL,false,Engaged via portal
MBR01762,true,false,false,CALL,false,Phone outreach preferred
MBR01763,true,false,true,SMS,false,Mobile preferred
MBR01764,false,true,true,SMS,false,Mobile preferred
MBR01765,true,true,true,SMS,false,Mobile preferred
MBR01766,true,true,true,EMAIL,false,Engaged via portal
MBR01767,true,true,true,SMS,false,Mobile preferred
MBR01768,false,true,true,EMAIL,false,Engaged via portal
MBR01769,false,true,true,SMS,false,Mobile preferred
MBR01770,true,true,true,EMAIL,false,Engaged via portal
MBR01771,true,false,true,EMAIL,false,Engaged via portal
MBR01772,false,false,true,CALL,false,Phone outreach preferred
MBR01773,false,true,true,SMS,false,Mobile preferred
MBR01774,true,true,true,EMAIL,false,Engaged via portal
MBR01775,true,true,true,CALL,false,Phone outreach preferred
MBR01776,true,true,false,SMS,false,Mobile preferred
MBR01777,false,false,false,CALL,false,Phone outreach preferred
MBR01778,true,false,true,CALL,false,Phone outreach preferred
MBR01779,false,true,true,SMS,false,Mobile preferred
MBR01780,false,true,true,EMAIL,false,Engaged via portal
MBR01781,false,true,true,CALL,false,Phone outreach preferred
MBR01782,true,true,true,SMS,false,Mobile preferred
MBR01783,true,true,true,EMAIL,false,Engaged via portal
MBR01784,false,true,false,SMS,false,Mobile preferred
MBR01785,false,true,true,CALL,false,Phone outreach preferred
MBR01786,false,true,true,EMAIL,false,Engaged via portal
MBR01787,true,true,false,EMAIL,false,Engaged via portal
MBR01788,false,true,true,SMS,false,Mobile preferred
MBR01789,false,true,true,SMS,false,Mobile preferred
MBR01790,true,false,true,SMS,false,Mobile preferred
MBR01791,false,false,false,EMAIL,false,Engaged via portal
MBR01792,true,true,true,EMAIL,false,Engaged via portal
MBR01793,false,true,true,SMS,false,Mobile preferred
MBR01794,false,true,true,CALL,false,Phone outreach preferred
MBR01795,true,true,true,EMAIL,false,Engaged via portal
MBR01796,false,true,true,EMAIL,false,Engaged via portal
MBR01797,false,true,true,SMS,false,Mobile preferred
MBR01798,false,true,true,SMS,false,Mobile preferred
MBR01799,true,true,true,CALL,false,Phone outreach preferred
MBR01800,true,true,true,EMAIL,false,Engaged via portal
MBR01801,true,false,true,CALL,false,Phone outreach preferred
MBR01802,false,true,true,CALL,false,Phone outreach preferred
MBR01803,true,false,true,CALL,false,Phone outreach preferred
MBR01804,true,true,true,CALL,false,Phone outreach preferred
MBR01805,false,true,true,CALL,false,Phone outreach preferred
MBR01806,false,true,true,SMS,false,Mobile preferred
MBR01807,true,true,true,EMAIL,false,Engaged via portal
MBR01808,false,false,true,SMS,false,Mobile preferred
MBR01809,true,true,true,EMAIL,false,Engaged via portal
MBR01810,true,true,true,CALL,false,Phone outreach preferred
MBR01811,true,true,true,EMAIL,false,Engaged via portal
MBR01812,true,true,true,CALL,false,Phone outreach preferred
MBR01813,true,true,true,EMAIL,false,Engaged via portal
MBR01814,true,true,true,EMAIL,false,Engaged via portal
MBR01815,false,true,true,EMAIL,false,Engaged via portal
MBR01816,true,true,true,CALL,false,Phone outreach preferred
MBR01817,true,true,true,SMS,false,Mobile preferred
MBR01818,false,true,true,SMS,false,Mobile preferred
MBR01819,false,true,false,SMS,false,Mobile preferred
MBR01820,false,true,true,EMAIL,false,Engaged via portal
MBR01821,false,true,true,CALL,false,Phone outreach preferred
MBR01822,false,true,false,CALL,false,Phone outreach preferred
MBR01823,true,false,true,EMAIL,false,Engaged via portal
MBR01824,true,true,false,CALL,false,Phone outreach preferred
MBR01825,false,false,false,SMS,false,Mobile preferred
MBR01826,true,true,true,EMAIL,false,Engaged via portal
MBR01827,true,false,true,EMAIL,false,Engaged via portal
MBR01828,true,false,true,EMAIL,false,Engaged via portal
MBR01829,true,true,true,CALL,false,Phone outreach preferred
MBR01830,false,true,true,EMAIL,false,Engaged via portal
MBR01831,false,true,true,SMS,false,Mobile preferred
MBR01832,true,true,true,EMAIL,false,Engaged via portal
MBR01833,false,false,true,EMAIL,false,Engaged via portal
MBR01834,false,true,false,EMAIL,false,Engaged via portal
MBR01835,true,true,true,CALL,false,Phone outreach preferred
MBR01836,false,true,true,CALL,false,Phone outreach preferred
MBR01837,true,true,true,SMS,false,Mobile preferred
MBR01838,false,true,true,SMS,false,Mobile preferred
MBR01839,false,true,true,SMS,false,Mobile preferred
MBR01840,false,true,true,CALL,false,Phone outreach preferred
MBR01841,false,true,true,CALL,false,Phone outreach preferred
MBR01842,true,true,true,CALL,false,Phone outreach preferred
MBR01843,false,false,true,SMS,false,Mobile preferred
MBR01844,true,false,true,EMAIL,false,Engaged via portal
MBR01845,true,true,false,SMS,false,Mobile preferred
MBR01846,true,false,false,EMAIL,false,Engaged via portal
MBR01847,true,true,true,SMS,false,Mobile preferred
MBR01848,true,true,true,CALL,false,Phone outreach preferred
MBR01849,true,true,true,SMS,false,Mobile preferred
MBR01850,true,true,true,EMAIL,false,Engaged via portal
MBR01851,true,true,true,SMS,false,Mobile preferred
MBR01852,true,false,false,SMS,false,Mobile preferred
MBR01853,true,true,true,CALL,false,Phone outreach preferred
MBR01854,false,true,true,SMS,false,Mobile preferred
MBR01855,true,true,true,SMS,false,Mobile preferred
MBR01856,false,false,true,SMS,false,Mobile preferred
MBR01857,true,false,true,CALL,false,Phone outreach preferred
MBR01858,true,true,true,SMS,false,Mobile preferred
MBR01859,true,true,true,SMS,false,Mobile preferred
MBR01860,false,true,true,CALL,false,Phone outreach preferred
MBR01861,false,true,true,SMS,false,Mobile preferred
MBR01862,false,true,true,SMS,true,Mobile preferred
MBR01863,false,true,true,EMAIL,false,Engaged via portal
MBR01864,true,true,true,SMS,false,Mobile preferred
MBR01865,true,true,true,SMS,false,Mobile preferred
MBR01866,true,true,true,EMAIL,true,Engaged via portal
MBR01867,true,true,false,SMS,false,Mobile preferred
MBR01868,true,true,true,SMS,false,Mobile preferred
MBR01869,false,true,true,SMS,false,Mobile preferred
MBR01870,false,true,true,EMAIL,false,Engaged via portal
MBR01871,false,false,true,EMAIL,false,Engaged via portal
MBR01872,true,true,true,CALL,false,Phone outreach preferred
MBR01873,false,false,true,SMS,false,Mobile preferred
MBR01874,false,true,true,EMAIL,false,Engaged via portal
MBR01875,true,true,true,EMAIL,false,Engaged via portal
MBR01876,false,false,true,CALL,false,Phone outreach preferred
MBR01877,true,false,true,EMAIL,false,Engaged via portal
MBR01878,true,true,true,SMS,false,Mobile preferred
MBR01879,true,false,true,CALL,false,Phone outreach preferred
MBR01880,false,true,true,SMS,false,Mobile preferred
MBR01881,true,true,true,CALL,false,Phone outreach preferred
MBR01882,false,true,true,CALL,false,Phone outreach preferred
MBR01883,true,false,false,SMS,false,Mobile preferred
MBR01884,false,true,true,CALL,false,Phone outreach preferred
MBR01885,false,true,true,EMAIL,false,Engaged via portal
MBR01886,true,true,true,EMAIL,false,Engaged via portal
MBR01887,true,false,true,SMS,false,Mobile preferred
MBR01888,false,false,false,EMAIL,false,Engaged via portal
MBR01889,false,true,true,CALL,true,Phone outreach preferred
MBR01890,false,true,true,EMAIL,false,Engaged via portal
MBR01891,false,false,true,EMAIL,false,Engaged via portal
MBR01892,false,true,true,CALL,false,Phone outreach preferred
MBR01893,true,false,true,SMS,false,Mobile preferred
MBR01894,false,true,true,SMS,false,Mobile preferred
MBR01895,false,true,false,CALL,false,Phone outreach preferred
MBR01896,false,true,false,EMAIL,false,Engaged via portal
MBR01897,true,false,true,CALL,false,Phone outreach preferred
MBR01898,true,true,true,SMS,false,Mobile preferred
MBR01899,false,true,false,EMAIL,false,Engaged via portal
MBR01900,true,true,true,EMAIL,false,Engaged via portal
MBR01901,false,true,false,CALL,false,Phone outreach preferred
MBR01902,true,true,true,CALL,false,Phone outreach preferred
MBR01903,false,true,true,EMAIL,false,Engaged via portal
MBR01904,false,false,true,EMAIL,false,Engaged via portal
MBR01905,true,true,true,EMAIL,false,Engaged via portal
MBR01906,false,false,true,CALL,false,Phone outreach preferred
MBR01907,false,true,true,EMAIL,false,Engaged via portal
MBR01908,false,true,true,CALL,false,Phone outreach preferred
MBR01909,false,true,true,SMS,false,Mobile preferred
MBR01910,false,true,true,SMS,false,Mobile preferred
MBR01911,false,true,true,CALL,false,Phone outreach preferred
MBR01912,false,true,true,CALL,false,Phone outreach preferred
MBR01913,true,true,true,EMAIL,false,Engaged via portal
MBR01914,false,false,true,EMAIL,true,Engaged via portal
MBR01915,true,false,true,SMS,false,Mobile preferred
MBR01916,false,true,true,SMS,false,Mobile preferred
MBR01917,false,false,true,CALL,false,Phone outreach preferred
MBR01918,true,true,true,EMAIL,false,Engaged via portal
MBR01919,false,true,true,SMS,false,Mobile preferred
MBR01920,false,true,true,EMAIL,false,Engaged via portal
MBR01921,false,false,true,EMAIL,false,Engaged via portal
MBR01922,false,true,true,CALL,false,Phone outreach preferred
MBR01923,false,true,true,EMAIL,false,Engaged via portal
MBR01924,true,false,true,CALL,false,Phone outreach preferred
MBR01925,false,true,true,SMS,false,Mobile preferred
MBR01926,false,true,true,CALL,false,Phone outreach preferred
MBR01927,false,true,false,CALL,false,Phone outreach preferred
MBR01928,true,true,true,CALL,false,Phone outreach preferred
MBR01929,false,true,true,EMAIL,false,Engaged via portal
MBR01930,true,true,true,SMS,false,Mobile preferred
MBR01931,true,true,true,EMAIL,false,Engaged via portal
MBR01932,true,true,true,EMAIL,false,Engaged via portal
MBR01933,false,false,true,SMS,false,Mobile preferred
MBR01934,true,false,true,SMS,true,Mobile preferred
MBR01935,false,true,true,CALL,false,Phone outreach preferred
MBR01936,false,false,false,EMAIL,false,Engaged via portal
MBR01937,true,false,true,CALL,true,Phone outreach preferred
MBR01938,false,true,true,EMAIL,false,Engaged via portal
MBR01939,true,false,true,SMS,false,Mobile preferred
MBR01940,true,true,true,SMS,false,Mobile preferred
MBR01941,true,false,true,EMAIL,false,Engaged via portal
MBR01942,false,true,true,CALL,true,Phone outreach preferred
MBR01943,true,true,true,SMS,false,Mobile preferred
MBR01944,true,true,true,SMS,false,Mobile preferred
MBR01945,true,true,false,EMAIL,false,Engaged via portal
MBR01946,false,true,true,EMAIL,false,Engaged via portal
MBR01947,true,true,true,EMAIL,false,Engaged via portal
MBR01948,false,false,true,CALL,false,Phone outreach preferred
MBR01949,false,true,true,SMS,false,Mobile preferred
MBR01950,false,true,true,EMAIL,false,Engaged via portal
MBR01951,false,false,true,EMAIL,false,Engaged via portal
MBR01952,true,true,true,SMS,false,Mobile preferred
MBR01953,false,true,false,CALL,false,Phone outreach preferred
MBR01954,false,true,true,CALL,false,Phone outreach preferred
MBR01955,false,false,true,SMS,false,Mobile preferred
MBR01956,false,true,true,CALL,false,Phone outreach preferred
MBR01957,true,true,true,SMS,false,Mobile preferred
MBR01958,false,false,true,EMAIL,false,Engaged via portal
MBR01959,false,false,true,EMAIL,false,Engaged via portal
MBR01960,false,true,true,CALL,false,Phone outreach preferred
MBR01961,true,true,true,SMS,false,Mobile preferred
MBR01962,true,true,true,CALL,false,Phone outreach preferred
MBR01963,false,true,true,CALL,false,Phone outreach preferred
MBR01964,false,true,true,EMAIL,false,Engaged via portal
MBR01965,true,false,true,SMS,false,Mobile preferred
MBR01966,true,false,true,SMS,false,Mobile preferred
MBR01967,false,true,true,EMAIL,false,Engaged via portal
MBR01968,false,false,true,EMAIL,false,Engaged via portal
MBR01969,false,true,true,SMS,false,Mobile preferred
MBR01970,false,true,true,SMS,false,Mobile preferred
MBR01971,false,true,true,SMS,false,Mobile preferred
MBR01972,true,true,true,CALL,false,Phone outreach preferred
MBR01973,false,true,true,SMS,false,Mobile preferred
MBR01974,false,true,true,SMS,false,Mobile preferred
MBR01975,true,false,true,EMAIL,false,Engaged via portal
MBR01976,true,true,true,SMS,false,Mobile preferred
MBR01977,false,true,true,EMAIL,false,Engaged via portal
MBR01978,false,true,true,EMAIL,false,Engaged via portal
MBR01979,false,true,true,SMS,false,Mobile preferred
MBR01980,false,true,true,EMAIL,false,Engaged via portal
MBR01981,true,false,true,EMAIL,false,Engaged via portal
MBR01982,true,true,true,SMS,false,Mobile preferred
MBR01983,true,false,true,SMS,false,Mobile preferred
MBR01984,false,false,true,SMS,false,Mobile preferred
MBR01985,false,true,true,CALL,false,Phone outreach preferred
MBR01986,true,false,true,CALL,false,Phone outreach preferred
MBR01987,false,true,true,CALL,false,Phone outreach preferred
MBR01988,false,true,true,CALL,false,Phone outreach preferred
MBR01989,true,true,true,EMAIL,false,Engaged via portal
MBR01990,true,true,true,CALL,false,Phone outreach preferred
MBR01991,true,true,true,EMAIL,false,Engaged via portal
MBR01992,false,false,false,EMAIL,false,Engaged via portal
MBR01993,false,true,true,SMS,false,Mobile preferred
MBR01994,false,true,true,SMS,false,Mobile preferred
MBR01995,false,false,true,SMS,false,Mobile preferred
MBR01996,true,true,true,SMS,false,Mobile preferred
MBR01997,false,true,true,EMAIL,false,Engaged via portal
MBR01998,false,false,true,SMS,false,Mobile preferred
MBR01999,true,false,true,SMS,false,Mobile preferred
MBR02000,true,true,true,SMS,false,Mobile preferred
MBR02001,true,false,true,CALL,false,Phone outreach preferred
MBR02002,true,true,true,EMAIL,false,Engaged via portal
MBR02003,false,true,true,CALL,false,Phone outreach preferred
MBR02004,true,true,true,CALL,false,Phone outreach preferred
MBR02005,true,false,true,CALL,false,Phone outreach preferred
MBR02006,false,true,true,CALL,false,Phone outreach preferred
MBR02007,false,false,true,SMS,false,Mobile preferred
MBR02008,false,true,true,CALL,false,Phone outreach preferred
MBR02009,false,true,true,EMAIL,false,Engaged via portal
MBR02010,false,false,true,EMAIL,false,Engaged via portal
MBR02011,false,false,true,EMAIL,false,Engaged via portal
MBR02012,false,true,true,SMS,false,Mobile preferred
MBR02013,false,true,true,SMS,false,Mobile preferred
MBR02014,false,true,true,EMAIL,true,Engaged via portal
MBR02015,false,false,true,EMAIL,false,Engaged via portal
MBR02016,false,true,true,SMS,false,Mobile preferred
MBR02017,true,true,true,EMAIL,false,Engaged via portal
MBR02018,false,true,true,EMAIL,false,Engaged via portal
MBR02019,false,false,true,EMAIL,false,Engaged via portal
MBR02020,false,true,true,SMS,false,Mobile preferred
MBR02021,false,false,true,EMAIL,false,Engaged via portal
MBR02022,true,true,true,SMS,false,Mobile preferred
MBR02023,false,true,true,SMS,false,Mobile preferred
MBR02024,true,true,true,EMAIL,false,Engaged via portal
MBR02025,true,false,true,EMAIL,false,Engaged via portal
MBR02026,true,true,true,EMAIL,false,Engaged via portal
MBR02027,true,false,true,EMAIL,false,Engaged via portal
MBR02028,false,true,true,CALL,false,Phone outreach preferred
MBR02029,true,true,true,SMS,false,Mobile preferred
MBR02030,false,true,true,CALL,false,Phone outreach preferred
MBR02031,false,true,false,CALL,false,Phone outreach preferred
MBR02032,false,false,true,CALL,false,Phone outreach preferred
MBR02033,false,true,true,CALL,false,Phone outreach preferred
MBR02034,false,true,true,SMS,false,Mobile preferred
MBR02035,false,true,true,CALL,false,Phone outreach preferred
MBR02036,false,true,true,EMAIL,false,Engaged via portal
MBR02037,false,true,true,SMS,false,Mobile preferred
MBR02038,false,true,true,SMS,false,Mobile preferred
MBR02039,true,true,true,CALL,false,Phone outreach preferred
MBR02040,true,true,true,CALL,false,Phone outreach preferred
MBR02041,false,true,true,EMAIL,false,Engaged via portal
MBR02042,false,true,true,CALL,false,Phone outreach preferred
MBR02043,false,true,true,EMAIL,false,Engaged via portal
MBR02044,true,true,true,EMAIL,false,Engaged via portal
MBR02045,false,true,true,SMS,false,Mobile preferred
MBR02046,false,false,true,CALL,false,Phone outreach preferred
MBR02047,false,true,true,EMAIL,false,Engaged via portal
MBR02048,false,true,true,EMAIL,false,Engaged via portal
MBR02049,false,true,true,SMS,false,Mobile preferred
MBR02050,false,true,true,SMS,false,Mobile preferred
MBR02051,false,true,true,SMS,false,Mobile preferred
MBR02052,false,true,true,CALL,false,Phone outreach preferred
MBR02053,false,true,true,CALL,false,Phone outreach preferred
MBR02054,true,true,true,SMS,false,Mobile preferred
MBR02055,false,false,true,CALL,false,Phone outreach preferred
MBR02056,false,true,true,EMAIL,false,Engaged via portal
MBR02057,false,false,true,CALL,false,Phone outreach preferred
MBR02058,true,false,true,EMAIL,false,Engaged via portal
MBR02059,true,false,true,EMAIL,false,Engaged via portal
MBR02060,false,false,true,EMAIL,false,Engaged via portal
MBR02061,false,true,true,CALL,true,Phone outreach preferred
MBR02062,false,true,false,CALL,false,Phone outreach preferred
MBR02063,false,false,true,CALL,false,Phone outreach preferred
MBR02064,false,true,true,CALL,false,Phone outreach preferred
MBR02065,true,true,true,EMAIL,false,Engaged via portal
MBR02066,false,true,true,CALL,false,Phone outreach preferred
MBR02067,false,true,true,SMS,false,Mobile preferred
MBR02068,false,true,true,CALL,false,Phone outreach preferred
MBR02069,false,true,true,EMAIL,false,Engaged via portal
MBR02070,false,true,true,EMAIL,false,Engaged via portal
MBR02071,false,false,false,CALL,false,Phone outreach preferred
MBR02072,false,false,false,EMAIL,false,Engaged via portal
MBR02073,true,true,true,CALL,false,Phone outreach preferred
MBR02074,false,true,true,EMAIL,false,Engaged via portal
MBR02075,false,true,false,CALL,false,Phone outreach preferred
MBR02076,true,true,true,SMS,false,Mobile preferred
MBR02077,true,true,true,CALL,false,Phone outreach preferred
MBR02078,true,true,true,EMAIL,false,Engaged via portal
MBR02079,false,false,true,SMS,false,Mobile preferred
MBR02080,false,true,false,SMS,false,Mobile preferred
MBR02081,false,true,true,SMS,false,Mobile preferred
MBR02082,false,false,true,EMAIL,false,Engaged via portal
MBR02083,true,true,true,CALL,false,Phone outreach preferred
MBR02084,true,true,true,SMS,false,Mobile preferred
MBR02085,true,true,true,CALL,false,Phone outreach preferred
MBR02086,false,false,true,EMAIL,false,Engaged via portal
MBR02087,true,true,true,SMS,false,Mobile preferred
MBR02088,false,true,true,SMS,false,Mobile preferred
MBR02089,true,false,true,EMAIL,false,Engaged via portal
MBR02090,false,false,true,CALL,false,Phone outreach preferred
MBR02091,false,true,false,SMS,false,Mobile preferred
MBR02092,false,false,true,CALL,false,Phone outreach preferred
MBR02093,false,true,true,SMS,false,Mobile preferred
MBR02094,false,true,true,SMS,false,Mobile preferred
MBR02095,false,true,true,EMAIL,false,Engaged via portal
MBR02096,true,true,true,SMS,false,Mobile preferred
MBR02097,true,true,true,EMAIL,false,Engaged via portal
MBR02098,true,true,true,SMS,false,Mobile preferred
MBR02099,false,true,true,CALL,false,Phone outreach preferred
MBR02100,false,false,false,SMS,false,Mobile preferred
MBR02101,true,true,true,SMS,false,Mobile preferred
MBR02102,false,true,true,SMS,false,Mobile preferred
MBR02103,true,true,true,SMS,false,Mobile preferred
MBR02104,true,true,true,SMS,false,Mobile preferred
MBR02105,false,true,true,EMAIL,false,Engaged via portal
MBR02106,false,true,true,CALL,false,Phone outreach preferred
MBR02107,true,true,true,SMS,false,Mobile preferred
MBR02108,true,true,true,CALL,false,Phone outreach preferred
MBR02109,true,true,true,CALL,false,Phone outreach preferred
MBR02110,false,false,true,CALL,false,Phone outreach preferred
MBR02111,true,true,true,SMS,false,Mobile preferred
MBR02112,false,true,true,EMAIL,false,Engaged via portal
MBR02113,false,false,true,CALL,true,Phone outreach preferred
MBR02114,false,true,true,SMS,false,Mobile preferred
MBR02115,false,true,true,CALL,false,Phone outreach preferred
MBR02116,true,false,true,CALL,false,Phone outreach preferred
MBR02117,false,true,true,EMAIL,false,Engaged via portal
MBR02118,false,true,true,CALL,false,Phone outreach preferred
MBR02119,false,true,true,SMS,false,Mobile preferred
MBR02120,true,true,true,EMAIL,false,Engaged via portal
MBR02121,false,true,true,SMS,false,Mobile preferred
MBR02122,true,false,true,CALL,false,Phone outreach preferred
MBR02123,false,false,false,SMS,true,Mobile preferred
MBR02124,true,true,true,EMAIL,false,Engaged via portal
MBR02125,false,true,true,SMS,false,Mobile preferred
MBR02126,false,true,false,EMAIL,false,Engaged via portal
MBR02127,true,true,true,SMS,false,Mobile preferred
MBR02128,true,false,true,SMS,false,Mobile preferred
MBR02129,true,true,true,CALL,false,Phone outreach preferred
MBR02130,true,true,true,SMS,false,Mobile preferred
MBR02131,false,true,true,EMAIL,false,Engaged via portal
MBR02132,false,false,true,EMAIL,false,Engaged via portal
MBR02133,false,true,true,SMS,false,Mobile preferred
MBR02134,false,true,true,CALL,false,Phone outreach preferred
MBR02135,true,true,true,SMS,false,Mobile preferred
MBR02136,true,true,true,CALL,false,Phone outreach preferred
MBR02137,false,true,true,CALL,false,Phone outreach preferred
MBR02138,false,true,true,CALL,false,Phone outreach preferred
MBR02139,false,true,true,SMS,true,Mobile preferred
MBR02140,false,true,true,CALL,false,Phone outreach preferred
MBR02141,true,true,true,EMAIL,false,Engaged via portal
MBR02142,false,true,true,EMAIL,false,Engaged via portal
MBR02143,false,true,true,SMS,false,Mobile preferred
MBR02144,false,false,true,CALL,false,Phone outreach preferred
MBR02145,false,true,true,SMS,false,Mobile preferred
MBR02146,false,true,true,EMAIL,false,Engaged via portal
MBR02147,true,true,true,SMS,false,Mobile preferred
MBR02148,true,true,false,EMAIL,false,Engaged via portal
MBR02149,false,false,true,EMAIL,false,Engaged via portal
MBR02150,false,true,true,SMS,false,Mobile preferred
MBR02151,true,true,true,SMS,false,Mobile preferred
MBR02152,false,true,true,CALL,false,Phone outreach preferred
MBR02153,true,true,true,EMAIL,false,Engaged via portal
MBR02154,true,true,true,EMAIL,false,Engaged via portal
MBR02155,true,false,true,EMAIL,false,Engaged via portal
MBR02156,true,true,true,EMAIL,false,Engaged via portal
MBR02157,false,true,false,CALL,false,Phone outreach preferred
